,product_code,product_name,brand,store,url,image_url,price,original_price,product_description,categories,specs,model_text
1623,5WK93AA,odyssey sport laptop backpack 15.6 inch - 5wk93aa - with rfid pocket and weather resistant material,hp,Oriental Store,https://os-jo.com/odyssey-sport-laptop-backpack-15-6-inch-5wk93aa-with-rfid-pocket-and-weather-resistant-material,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/5WK93AA/61LOw4vpoOL._AC_SY741_-1200x1200.jpg,15.0,15.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"odyssey sport laptop backpack 15.6 inch - 5wk93aa - with rfid pocket and weather resistant material  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1624, ZM-014 ,"wiwu zm-014 360 rotating desktop phone  holder ,thick and very sturdy aluminum alloy material",wiwu,Oriental Store,https://os-jo.com/wiwu-zm-014-360-rotating-desktop-phone-holder-thick-and-very-sturdy-aluminum-alloy-material,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/-ZM-014-/xmCbLyGcOCBDoYVQ2idYn90w6CRnfU0hGM699daB-1200x1200.jpg,5.0,5.0,"WiWU ZM-014 360 Rotating Desktop Phone Holder
Thick and very sturdy aluminum alloy material
Strong lifting force can hold iPad or phone
Can rotate 360 degrees around very flexibly when adjusting the viewing angle.
The foldable stand is very compact and easy to put in a backpack/handbag to carry
It can also adjust the folding angle flexibly to best suit your vision.
Non-slip base when placed on table top
Still comfortably plug in the charger without getting tangled","corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"wiwu zm-014 360 rotating desktop phone  holder ,thick and very sturdy aluminum alloy material  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1625,30325 ,"ugreen 15-15.9 inch notebook laptop bag ,laptops with a screen size of up to 15 inches , (30325 ),  gray",ugreen,Oriental Store,https://os-jo.com/ugreen-laptop-bag-for-15-15-9-with-laptops-with-a-screen-size-of-up-to-15-inches-30325,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/30325-/UGREEN-LAPTOP-BAG-FOR-1200x1200.jpg,15.0,15.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"ugreen 15-15.9 inch notebook laptop bag ,laptops with a screen size of up to 15 inches , (30325 ),  gray  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1626, SHBP 8853,laptop backpack  gray– shbp 8853,unknown,Oriental Store,https://os-jo.com/laptop-backpack-gray-shbp-8853,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/-SHBP-8853/IMG-20230206_142707_445-1200x1200.jpg,25.0,25.0,"Laptop – Travel Backpack BagDimensions: 32 cm x 46 cm x 15cmCapacity : 15.6″Multi-layer storage spaceMain, front pocket, and side pocketUSB port to connect the power bank with a separate compartment outsideMulti-compartment design: Compartment separate laptop, tablet, booksHigh-grade waterproof fabricSmooth, delicate, high-strength fabricHigh quality ZipperSpecial design (hang luggage belt)","corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"laptop backpack  gray– shbp 8853  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1627,DJI Osmo 360,"dji osmo 360 camera , adventure combo , waterproof 8k 360° action camera with 1-inch 360° imaging, extended battery life with 3 batteries, native 8k 360° video, 105gb built-in storage, 360 action camera for sports",dji,Oriental Store,https://os-jo.com/dji-osmo-360-camera-waterproof-8k-360-action-camera-with-1-inch-360-imaging-extended-battery-life-with-3-batteries-native-8k-360-video-105gb-built-in-storage-360-action-camera-for-sports,https://os-jo.com/image/cache/catalog/products/Accessories/DJI-Osmo-360/71Jio1CwMgL._AC_SL1500_-1200x1200.jpg,469.0,469.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"dji osmo 360 camera , adventure combo , waterproof 8k 360° action camera with 1-inch 360° imaging, extended battery life with 3 batteries, native 8k 360° video, 105gb built-in storage, 360 action camera for sports  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1628,70683,ugreen nw136 ethernet connector crimping pliers (black/green) 70683,ugreen,Oriental Store,https://os-jo.com/ugreen-nw136-ethernet-connector-crimping-pliers-black-green-70683,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/70683/51lV8nTvgTL._AC_SL1200_-1200x1200.jpg,13.0,13.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"ugreen nw136 ethernet connector crimping pliers (black/green) 70683  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1629,50247 ,ugreen 50247 rj45 cat6 shield connector plug 50-piece set,ugreen,Oriental Store,https://os-jo.com/ugreen-50247-rj45-cat6-shield-connector-plug-50-piece-set,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/50247-/51YeiJc74-S._AC_SL1200_-1200x1200.jpg,5.0,5.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"ugreen 50247 rj45 cat6 shield connector plug 50-piece set  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1630,50248 ,ugreen 50248 rj45 cat6 shield connector 100-piece set,ugreen,Oriental Store,https://os-jo.com/ugreen-50248-rj45-cat6-shield-connector-100-piece-set,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/50248-/51YeiJc74-S._AC_SL1200_-1200x1200.jpg,9.0,9.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"ugreen 50248 rj45 cat6 shield connector 100-piece set  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1631,70503,ugreen pcie 3.0 x 4 nvme m.2 ssd converter adapter,ugreen,Oriental Store,https://os-jo.com/ugreen-pcie-3-0-x-4-nvme-m-2-ssd-converter-adapter,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/70503/51-xbVhynLL._AC_SL1300_-1200x1200.jpg,7.0,7.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"ugreen pcie 3.0 x 4 nvme m.2 ssd converter adapter  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1632,30715,"ugreen pcie 4.0 m.2 nvme adapter, 64gbps, heat sink, m-key & m&b-key, nvme/ahci ssd 2280/2260/2242/2230, pcie x16/x8/x4, windows 7/8/10, linux, mac os 9/10, part number 30715",ugreen,Oriental Store,https://os-jo.com/ugreen-pcie-4-0-m-2-nvme-adapter-64gbps-heat-sink-m-key-m-b-key-nvme-ahci-ssd-2280-2260-2242-2230-pcie-x16-x8-x4-windows-7-8-10-linux-mac-os-9-10-part-number-30715,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/30715/71o5aJUDufL._AC_SL1500_-1200x1200.jpg,8.0,8.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"ugreen pcie 4.0 m.2 nvme adapter, 64gbps, heat sink, m-key & m&b-key, nvme/ahci ssd 2280/2260/2242/2230, pcie x16/x8/x4, windows 7/8/10, linux, mac os 9/10, part number 30715  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1633,Action5pro,"dji osmo action 5 pro adventure combo, action camera 4k with 1/1.3"" sensor, 12h extended battery life with 3 batteries, stabilization, dual oled touchscreens, mini action camera for travel, vlog, with 1.5 extention rod",dji,Oriental Store,https://os-jo.com/dji-osmo-action-5-pro-standard-combo-waterproof-action-camera-with-1-1-3-sensor-4k-120fps-video-subject-tracking-stabilization-dual-oled-touchscreens-action-camera-4k-ideal-for-sports-vlog,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/Action5Pro/514LEUejXYL._AC_SL1500_-1200x1200.jpg,415.0,415.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories","internal flash memory, sd/sdhc/sdxc","dji osmo action 5 pro adventure combo, action camera 4k with 1/1.3"" sensor, 12h extended battery life with 3 batteries, stabilization, dual oled touchscreens, mini action camera for travel, vlog, with 1.5 extention rod internal flash memory, sd/sdhc/sdxc corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1634,Insta360 X5,"insta360 x5 - waterproof 8k 360° action camera, leading low light, invisible selfie stick effect, rugged and replaceable lens, 3-hour battery, built-in wind guard, stabilization, triple ai chip design",dji,Oriental Store,https://os-jo.com/insta360-x5-waterproof-8k-360-action-camera-leading-low-light-invisible-selfie-stick-effect-rugged-and-replaceable-lens-3-hour-battery-built-in-wind-guard-stabilization-triple-ai-chip-design,https://os-jo.com/image/cache/catalog/products/Accessories/Insta360-X5/71YjsbkkO9L._AC_SL1500_-1200x1200.jpg,499.0,499.0,USB,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",micro sd,"insta360 x5 - waterproof 8k 360° action camera, leading low light, invisible selfie stick effect, rugged and replaceable lens, 3-hour battery, built-in wind guard, stabilization, triple ai chip design micro sd corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1635,Osmo7P,"dji osmo mobile 7p gimbal stabilizer for iphone, android, native tracking, lighting, 3-axis phone gimbal, quick launch, one-tap edit, built-in extension rod & tripod, 10hrs use, phone charging",unknown,Oriental Store,https://os-jo.com/dji-osmo-mobile-7p-gimbal-stabilizer-for-iphone-android-native-tracking-lighting-3-axis-phone-gimbal-quick-launch-one-tap-edit-built-in-extension-rod-tripod-10hrs-use-phone-charging,https://os-jo.com/image/cache/catalog/products/Accessories/Osmo7P/61iywJZXGNL._AC_SL1500_-1200x1200.jpg,105.0,119.0,190021122529,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"dji osmo mobile 7p gimbal stabilizer for iphone, android, native tracking, lighting, 3-axis phone gimbal, quick launch, one-tap edit, built-in extension rod & tripod, 10hrs use, phone charging  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1636,Osmo7,"dji osmo mobile 7 gimbal stabilizer for iphone, android, built-in tripod, ultra-light, comfortable grip, 3-axis phone gimbal, activetrack 7.0, shotguides, one-tap edit, 10hrs use, phone charging",dji,Oriental Store,https://os-jo.com/dji-osmo-mobile-7-gimbal-stabilizer-for-iphone-android-built-in-tripod-ultra-light-comfortable-grip-3-axis-phone-gimbal-activetrack-7-0-shotguides-one-tap-edit-10hrs-use-phone-charging,https://os-jo.com/image/cache/catalog/products/Accessories/Osmo7/61KyU5QgXXL._AC_SL1500_-1200x1200.jpg,89.0,99.0,"Color: Grey
Brand: DJI
Compatible Devices: Cellphone, iPhone
Product Dimensions: 4.21""D x 3.66""W x
10.94""H
Item Weight: 300 Grams
Maximum Weight Recommendation: 300 Grams
UPC: 190021122598
In The Box :
1:Osmo Mobile 7
2:DJI OM Magnetic Phone Clamp 4
3:Power Cable
4:Storage Pouch
5:Documents 
Experience Seamless Stability:  Osmo Mobile 7's robust 3-axis gimbal
stabilization ensures lossless stability. Capture creative bursts and craft
stunning, cinema-quality masterpieces with ease.
Streamline Your Creativity: The Osmo Mobile 7 phone
gimbal features an integrated foldable design with a built-in tripod [5],
making solo creation effortless and storage hassle-free.
Stay In Focus: With DJI Mimo's ActiveTrack 7.0, track
subjects with your gimbal in more diverse scenarios. No matter how bold your
moves, enjoy smooth tracking every step of the way.
Capture Like a Pro From Day One: Pair your Osmo
Mobile 7 with DJI Mimo for ShotGuides and One-Tap Edit. Film and edit like a
pro, saving time and enhancing your creative storytelling instantly.
Ultra-Light With Comfortable Grip: At just 300 grams
[4], Osmo Mobile 7 boasts an ergonomic design and an anti-slip handle, making
it the ideal phone gimbal for extended use.
Empower Your Steady Creativity: Osmo Mobile 7 offers
a max operating time of 10 hours [6] and can also charge your phone via USB-C,
ideal for extended outdoor filming and live streaming.
Dual-Lens Enhanced Tracking: The two lenses on your
phone team up for smarter, steadier tracking. Your subject can move more freely,
and even fast, close-up action stays in sharp focus.
Due to platform compatibility issues: the DJI Mimo app has been removed
from Google Play. For a better product experience, please visit the official
DJI website to download the latest version of DJI Mimo.","corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"dji osmo mobile 7 gimbal stabilizer for iphone, android, built-in tripod, ultra-light, comfortable grip, 3-axis phone gimbal, activetrack 7.0, shotguides, one-tap edit, 10hrs use, phone charging  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1637,SC8,fifine sc8 rgb pc recording studio audio sound cards mixers external xlr live streaming usb gaming audio sound card,fifine,Oriental Store,https://os-jo.com/fifine-sc8-rgb-pc-recording-studio-audio-sound-cards-mixers-external-xlr-live-streaming-usb-gaming-audio-sound-card,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/SC8/H64e8ece2645e43cd8f5c5bbbe9a26d75K-1200x1200.jpg,55.0,55.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"fifine sc8 rgb pc recording studio audio sound cards mixers external xlr live streaming usb gaming audio sound card  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1638,WGP13S,fantech wgp13s 2.4g wireless gamepad with hall effect polling rate 1000hz joystick gaming controller for pc switch ns android,fantech,Oriental Store,https://os-jo.com/fantech-wgp13s-2-4g-wireless-gamepad-with-hall-effect-polling-rate-1000hz-joystick-gaming-controller-for-pc-switch-ns-android,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/WGP13S-G/2ihzwRQ3qP16ngQo8JugwT1pQrtiVUN7QknNuENs-1200x1200.jpg,20.0,20.0,"FANTECH WGP13S SHOOTER III SUPER MAXFIT WIRELESS GAMEPAD, Hall-Effect Sticks and Trigger, Motion Sensor, Timed Macro Hall Effect Triggers
FANTECH WGP13S SHOOTER III SUPER MAXFIT WIRELESS GAMEPAD","corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"fantech wgp13s 2.4g wireless gamepad with hall effect polling rate 1000hz joystick gaming controller for pc switch ns android  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1639,Wi-U003,"wiwu electroprime compatible for wiwu wi-u003 quick series dual usb charger with 3 in 1 usb charging data cable set, uk plug(white)",wiwu,Oriental Store,https://os-jo.com/electroprime-compatible-for-wiwu-wi-u003-quick-series-dual-usb-charger-with-3-in-1-usb-charging-data-cable-set-uk-plug-white,https://os-jo.com/image/cache/catalog/products/Accessories/WiWU/Wi-U003/61WCENUVkkL._AC_SL1500_-1200x1200.jpg,7.0,7.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"wiwu electroprime compatible for wiwu wi-u003 quick series dual usb charger with 3 in 1 usb charging data cable set, uk plug(white)  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1640,CMI-GSCX-W1,"cooler master storm controller (white) ergonomic multi-host wireless (bluetooth 5.0) & wired via usb-c gaming controller up to 40-hours battery life - xbox layout joystick for win, ios & android",cooler master ,Oriental Store,https://os-jo.com/cooler-master-storm-controller-white-ergonomic-multi-host-wireless-bluetooth-5-0-wired-via-usb-c-gaming-controller-up-to-40-hours-battery-life-for-win-ios-android,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/CMI-GSCX-W1/storm-controller-white-gallary-01-1200x1200.jpg,39.0,39.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"cooler master storm controller (white) ergonomic multi-host wireless (bluetooth 5.0) & wired via usb-c gaming controller up to 40-hours battery life - xbox layout joystick for win, ios & android  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1641,CMI-GSCX-BK1,"cooler master storm controller (black) ergonomic multi-host wireless (bluetooth 5.0) & wired via usb-c gaming controller up to 40-hours battery life - xbox layout joystick for win, ios & android",cooler master ,Oriental Store,https://os-jo.com/cooler-master-storm-controller-black-ergonomic-multi-host-wireless-bluetooth-5-0-wired-via-usb-c-gaming-controller-up-to-40-hours-battery-life-for-win-ios-android,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/CMI-GSCX-BK1/CMI-GSCX-BK1-1200x1200.jpg,39.0,39.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"cooler master storm controller (black) ergonomic multi-host wireless (bluetooth 5.0) & wired via usb-c gaming controller up to 40-hours battery life - xbox layout joystick for win, ios & android  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1642,MFX-GSHN-40NNN-R1,"cooler master argb addressable gen 2 soft rubber led strip, double sides adhesive w/ 3 pin connector (40cm)",cooler master ,Oriental Store,https://os-jo.com/cooler-master-argb-addressable-gen-2-soft-rubber-led-strip-double-sides-adhesive-w-3-pin-connector-40cm,https://os-jo.com/image/cache/catalog/products/Accessories/EXTENSION/Cooler-Master-ARGB-LED-STRIP/TOL-CMTMFXGSHN40NNNR1-2-1200x1200.jpg,13.0,13.0,,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"cooler master argb addressable gen 2 soft rubber led strip, double sides adhesive w/ 3 pin connector (40cm)  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1643,LANCOOL II-2X STRIP,lian li - lancool ii-2x argb side diffused leds strip w/ 3 pin connector (35cm),lian li,Oriental Store,https://os-jo.com/lian-li-lancool-ii-2x-argb-side-diffused-leds-strip-w-3-pin-connector,https://os-jo.com/image/cache/catalog/products/Accessories/LED-STRIP/lancool_2_2x-00-1200x1200.jpg,10.0,15.0,No Description,"corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories",,"lian li - lancool ii-2x argb side diffused leds strip w/ 3 pin connector (35cm)  corsair, other accessories, kingston, gaming accessories, case accessories, wiwu, usb hub, carrying bags, audio, twistedminds, cooler master, accessories, fifine, gaming pc, gaming laptop and gaming accessories"
1644,CM511/45521,"ugreen usb-c hub, 7-in-1, input(1x usb-c),output (hdmi) multiport adapter with 100w pd, (2 usb-c ) usb 3.2 and sd/tf card reader 104 mb/s support hd display for windows/macos,100w power,cm511/45521",ugreen,Oriental Store,https://os-jo.com/ugreen-cm511-45521-7-in-1-usb-c-hub-4k-hdmi-multiport-adapter-with-100w-pd-2-usb-c-3-0-usb-3-2-and-sd-tf-card-reader-104-mb-s,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/45521/51-xbVhynLL._AC_SL1300_-1200x1200.jpg,35.0,35.0,,"other accessories, gaming accessories, webcam, audio, usb hub, accessories, gaming pc, gaming laptop and gaming accessories",,"ugreen usb-c hub, 7-in-1, input(1x usb-c),output (hdmi) multiport adapter with 100w pd, (2 usb-c ) usb 3.2 and sd/tf card reader 104 mb/s support hd display for windows/macos,100w power,cm511/45521  other accessories, gaming accessories, webcam, audio, usb hub, accessories, gaming pc, gaming laptop and gaming accessories"
1645, BX2200MI,"apc back ups - bx2200mi - ups 2200va battery backup & surge protector, backup battery with avr, dataline protection, 2200 va / 1200 w",unknown,Oriental Store,https://os-jo.com/apc-back-ups-bx2200mi-ups-2200va-battery-backup-surge-protector-backup-battery-with-avr-dataline-protection-2200-va-1200-w,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/BVX1200VA/51Bj8iOT0qL._AC_SL1200_-1200x1200.jpg,165.0,165.0,,"accessories, ups",,"apc back ups - bx2200mi - ups 2200va battery backup & surge protector, backup battery with avr, dataline protection, 2200 va / 1200 w  accessories, ups"
1646,BV1000I,"apc by schneider electric easy-ups bv - bv1000i - uninterruptible power supply 1000va (avr, 6 iec outlets)",unknown,Oriental Store,https://os-jo.com/apc-by-schneider-electric-easy-ups-bv-bv1000i-uninterruptible-power-supply-1000va-avr-6-iec-outlets,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/BV1000I/61zRf7PBmkL._AC_SL1500_-1200x1200.jpg,79.0,79.0,,"accessories, ups",,"apc by schneider electric easy-ups bv - bv1000i - uninterruptible power supply 1000va (avr, 6 iec outlets)  accessories, ups"
1647,BX1600MI,"apc - apc back ups 1600va - bx1600mi - battery backup and surge protection, inverter with avr, data protection",unknown,Oriental Store,https://os-jo.com/apc-apc-back-ups-1600va-bx1600mi-battery-backup-and-surge-protection-inverter-with-avr-data-protection,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/BVX1200VA/51Bj8iOT0qL._AC_SL1200_-1200x1200.jpg,129.0,129.0,6,"accessories, ups",,"apc - apc back ups 1600va - bx1600mi - battery backup and surge protection, inverter with avr, data protection  accessories, ups"
1648,BVX1200VA,"apc easy ups 1200va - bvx1200li - ups battery backup & surge protector, backup battery with avr, led indicators, uninterruptible power supply",unknown,Oriental Store,https://os-jo.com/apc-easy-ups-1200va-bvx1200li-ups-battery-backup-surge-protector-backup-battery-with-avr-led-indicators-uninterruptible-power-supply,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/BVX1200VA/51Bj8iOT0qL._AC_SL1200_-1200x1200.jpg,99.0,99.0,,"accessories, ups",,"apc easy ups 1200va - bvx1200li - ups battery backup & surge protector, backup battery with avr, led indicators, uninterruptible power supply  accessories, ups"
1649,BVX700LUI-MS,"apc easy ups bvx 700va, 230v, avr, usb charging,universal sockets",unknown,Oriental Store,https://os-jo.com/apc-easy-ups-bvx-700va-230v-avr-usb-charging-universal-sockets,https://os-jo.com/image/cache/catalog/products/ups/BX750MI-MS/BX750-950MI-Right-Side2_1500-1200x1200.jpg,59.0,59.0,"Please login or register to review
Contact our PC sales team by phone. We are open Saturday - Thursday 09:00 AM - 5:00 PM and Thursday 9:00 AM - 3:00 PM.
Send our PC sales team an email and we will get back to you as soon as we can.
Email Us Now

JOD 99.00


JOD 129.00


JOD 79.00


JOD 165.00


JOD 149.00

  Out Of Stock

JOD 149.00

  Out Of Stock

JOD 299.00

  Out Of Stock

JOD 65.00

  Out Of Stock

JOD 199.00 JOD 169.00

  Out Of Stock
Wasfi Al-Tal St. ( Al-Gardens ), Building # 80 ,Amman-Jordan
(9:00AM-6:00PM) From Saturday - Wednesday
(9:00AM-6:00PM) On Thursday
Off On Friday
: للمبيعات
+962-797534000
+962-791368887
 
: لمركز صيانة ديل المعتمد   
06-5692390
0796905023

:لصيانه الجيمنغ والكمبيوتر بشكل عام
06-5692390

	Copyright © 2026 Oriental Store for Computers | Web Development & SEO by DSTeck.com
","accessories, ups",,"apc easy ups bvx 700va, 230v, avr, usb charging,universal sockets  accessories, ups"
1650,B00811,arctic hunter backpack for business backpack for 15.6 inch laptop 19l laptop bag multi-pockets water. (b00811),unknown,Oriental Store,https://os-jo.com/arctic-hunter-backpack-for-business-backpack-for-15-6-inch-laptop-19l-laptop-bag-multi-pockets-water-b00811,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/B00811/610Aff1T-fL._AC_SX679_-1200x1200.jpg,35.0,35.0,,"accessories, carrying bags",,"arctic hunter backpack for business backpack for 15.6 inch laptop 19l laptop bag multi-pockets water. (b00811)  accessories, carrying bags"
1651,B00808,arctic hunter backpack for business backpack for 15.6 inch laptop 19l laptop bag multi-pockets water. (b00808),unknown,Oriental Store,https://os-jo.com/ah-arctic-hunter-backpack-for-men-business-backpack-for-15-6-inch-laptop-19l-laptop-bag-multi-pockets-water-b00808,https://os-jo.com/image/cache/catalog/products/Accessories/Other-Accessories/B00808/61oyKkZM25L._AC_SX466_-1200x1200.jpg,39.0,39.0,,"accessories, carrying bags",,"arctic hunter backpack for business backpack for 15.6 inch laptop 19l laptop bag multi-pockets water. (b00808)  accessories, carrying bags"
